nombre,marca,categoria,precio_eur,peso_kg,precio_por_kg,tienda,url,imagen_url,fecha_scraping,protein_per_serving_g,serving_size_g,servings_per_container,sweetener_free,flavors_available,store_rating,store_rating_count,store_rating_url
BCAA 2:1:1 300 g,,BCAA,16.99,0.3,56.63,Prozis,https://www.prozis.com/es/es/prozis/bcaa-211-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1470643_prozis_bcaa-211-300-g_1.png,2026-05-24,,,,,"['Neutro', 'Lima-Limón', 'Mango y Melocotón']",4.5,1.0,https://www.prozis.com/es/es/prozis/bcaa-211-300-g
PREMIUM BCAA ZERO 8:1:1 + L-GLUTAMINA 500g,Weider,BCAA,28.48,0.5,56.96,Nutritienda,https://www.nutritienda.com/es/weider/premium-bcaa-zero-811-l-glutamina-500g,https://nutritienda-cdn.sirv.com/catalog/big/89536-weider-premium-bcaa-zero-8-1-1-l-glutamina-500g.jpg?scale.width=170,2026-05-24,9.2,10.0,50.0,,['Raspberry'],4.71,5.0,https://www.nutritienda.com/es/weider/premium-bcaa-zero-811-l-glutamina-500g
BCAA 2:1:1 500g,Life Pro Nutrition,BCAA,28.9,0.5,57.8,Nutritienda,https://www.nutritienda.com/es/life-pro-nutrition/bcaa-2-1-1-500g,https://nutritienda-cdn.sirv.com/catalog/big/bc/142819-life-pro-nutrition-bcaa-2-1-1-500g.jpg?scale.width=170,2026-05-24,,,,,,,,
BCAAs 8:1:1 Powder 300g,Eurosup,BCAA,18.0,0.3,60.0,Nutritienda,https://www.nutritienda.com/es/eurosup/bcaas-8-1-1-powder-300g,https://nutritienda-cdn.sirv.com/catalog/big/x/115505-eurosup-bcaas-8-1-1-powder-300g.jpg?scale.width=170,2026-05-24,,,,,,,,
Bcaa+Glutamine Core 300g,Procell,BCAA,18.14,0.3,60.47,Nutritienda,https://www.nutritienda.com/es/procell/bcaa-glutamine-core-300g,https://nutritienda-cdn.sirv.com/catalog/big/bk/182230-procell-bcaa-glutamine-core-300g-v2.jpg?scale.width=170,2026-05-24,,,,,,,,
Hardcore BCAA 390g,Mutant,BCAA,23.9,0.39,61.28,Nutritienda,https://www.nutritienda.com/es/mutant/hardcore-bcaa-390g,https://nutritienda-cdn.sirv.com/catalog/big/dm/84264bab-4724-44df-0120-486585c8b100.jpg?scale.width=170,2026-05-24,,,,,,,,
Hydra BCAA's 420g,Quamtrax,BCAA,28.9,0.42,68.81,Nutritienda,https://www.nutritienda.com/es/quamtrax/hydra-bcaas-420g,https://nutritienda-cdn.sirv.com/catalog/big/bh/167247-quamtrax-hydra-bcaa-s-420g.jpg?scale.width=170,2026-05-24,10.48,14.0,30.0,,"['Sandía', 'Mango', 'Frutas del Bosque', 'Cola', 'Arándano']",,,
GLUTAMINA & BCAAS 2:1:1 300g,Be Essential,BCAA,20.65,0.3,68.83,Nutritienda,https://www.nutritienda.com/es/be-essential/glutamina-bcaas-211-300g,https://nutritienda-cdn.sirv.com/catalog/big/95481-be-essential-glutamina-bcaas-2-1-1-300g-v2.jpg?scale.width=170,2026-05-24,,,,,,,,
AFTER 420g,Biotech USA,BCAA,29.9,0.42,71.19,Nutritienda,https://www.nutritienda.com/es/biotech-usa/after-post-entrenamiento-420g,https://nutritienda-cdn.sirv.com/catalog/big/r/87983-biotech-usa-after-420g-v2.jpg?scale.width=170,2026-05-24,15.0,21.0,20.0,,['Cherry'],4.5,3.0,https://www.nutritienda.com/es/biotech-usa/after-post-entrenamiento-420g
Bcaa+Glutamine 600g,MEGA PLUS,BCAA,43.01,0.6,71.68,Nutritienda,https://www.nutritienda.com/es/mega-plus/bcaa-glutamine-600g,https://nutritienda-cdn.sirv.com/catalog/big/x/116563-mega-plus-bcaa-glutamine-600g.jpg?scale.width=170,2026-05-24,,,,,,,,
BCAA 4:1:1 en polvo 250g,,BCAA,17.99,0.25,71.96,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-4-1-1-en-polvo/10830546/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10830553-1635199715531221.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-24,,,,,"['Sin Sabor', 'Tropical', 'Berry Burst']",4.47,139.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-4-1-1-en-polvo/10830546/
Bcaa Sensation 345g,DEDICATED NUTRITION,BCAA,24.99,0.345,72.43,Nutritienda,https://www.nutritienda.com/es/dedicated-nutrition/bcaa-sensation-345g,https://nutritienda-cdn.sirv.com/catalog/big/w/111385-dedicated-nutrition-bcaa-sensation-345g-v2.jpg?scale.width=170,2026-05-24,,,,,,,,
BCAA 8:1:1 300g,226ers,BCAA,23.4,0.3,78.0,Nutritienda,https://www.nutritienda.com/es/226ers-bcaa-8-1-1-300g,https://nutritienda-cdn.sirv.com/catalog/big/b/7377-226ers-bcaa-8-1-1-300g-v2.jpg?scale.width=170,2026-05-24,,,,,,,,
EVO 4:1:1 (BCAA'S INSTANTÁNEOS) EN POLVO 150g,,BCAA,12.1,0.15,80.67,HSN,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-instantaneos-en-polvo,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evo-4-1-1-powder-hsn_1.jpg,2026-05-24,,5.0,30.0,False,"['FRAMBUESA AZUL', 'LIMÓN', 'MANZANA', 'NARANJA', 'PIÑA', 'PONCHE DE FRUTAS', 'SANDÍA', 'COLA']",4.7,227.0,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-instantaneos-en-polvo
BCAA + GLUTAMINE ZERO 480g,Biotech USA,BCAA,38.9,0.48,81.04,Nutritienda,https://www.nutritienda.com/es/biotech-usa/bcaa-glutamina-zero-480g,https://nutritienda-cdn.sirv.com/catalog/big/94759-biotech-usa-bcaa-glutamine-zero-480g.jpg?scale.width=170,2026-05-24,9.4,12.0,40.0,,"['Té de Melocotón', 'Limón', 'Naranja']",4.84,8.0,https://www.nutritienda.com/es/biotech-usa/bcaa-glutamina-zero-480g
BCAA 8:1:1 300 g,,BCAA,24.99,0.3,83.3,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-300-g,//static.sscontent.com/thumb/750/750/t/products/124/v1721183_prozis_bcaa-811-300g_1.png,2026-05-24,,,,,"['Neutro', 'Cola', 'Frutos tropicales', 'Lima-Limón', 'Mango y Melocotón', 'Melocotón y fruta de la pasión']",4.63,1.0,https://www.prozis.com/es/es/prozis/bcaa-811-300-g
Zero BCAA 150 g,,BCAA,12.99,0.15,86.6,Prozis,https://www.prozis.com/es/es/prozis/zero-bcaa-150-g,//static.sscontent.com/thumb/750/750/t/products/124/v1734329_prozis_zero-bcaa-150g_lemon_flavor_21.png,2026-05-24,,,,,"['Limón', 'Manzana verde', 'Mojito']",4.62,1.0,https://www.prozis.com/es/es/prozis/zero-bcaa-150-g
EVOBCAA'S COMPLEX EN POLVO 150g,,BCAA,13.28,0.15,88.53,HSN,https://www.hsnstore.com/marcas/sport-series/evobcaas-complex-en-polvo,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evobcaas-complex-powder-hsn_1.jpg,2026-05-24,,15.5,10.0,False,"['GROSELLA NEGRA', 'MANZANA', 'SANDÍA']",4.65,194.0,https://www.hsnstore.com/marcas/sport-series/evobcaas-complex-en-polvo
BCAA 12:1:1 Glutamina Kojak 400g,Big,BCAA,37.75,0.4,94.38,Nutritienda,https://www.nutritienda.com/es/big/bcaa-12-1-1-glutamina-kojak-400g,https://nutritienda-cdn.sirv.com/catalog/big/bf/157989-big-bcaa-12-1-1-con-glutamina-kojak-400g.jpg?scale.width=170,2026-05-24,,,,,,,,
BCAA Xpress 280g,Scitec,BCAA,26.5,0.28,94.64,Nutritienda,https://www.nutritienda.com/es/scitec/bcaa-xpress-280g,https://nutritienda-cdn.sirv.com/catalog/big/bi/174536-scitec-bcaa-xpress-280g.jpg?scale.width=170,2026-05-24,,,,,,,,
EVOBCAA'S 2.0 (BCAA'S 12:1:1 + GLUTAMINA) 150g,,BCAA,14.44,0.15,96.27,HSN,https://www.hsnstore.com/marcas/sport-series/evobcaa-s-2-0-bcaas-12-1-1-glutamina,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evobcaa-powder-hsn_1.jpg,2026-05-24,,11.0,45.0,False,"['CEREZA', 'COLA', 'FRAMBUESA AZUL', 'GROSELLA NEGRA', 'LIMÓN', 'MANZANA', 'NARANJA', 'PIÑA', 'PONCHE FRUTAS', 'SANDIA', 'TÉ HELADO DE MELOCOTÓN']",4.65,2614.0,https://www.hsnstore.com/marcas/sport-series/evobcaa-s-2-0-bcaas-12-1-1-glutamina
BCAA INSTANT DRINK 300g,,BCAA,34.0,0.3,113.33,Nutritienda,https://www.nutritienda.com/es/amix-performance/bcaa-instant-drink-300g,https://nutritienda-cdn.sirv.com/catalog/big/96660-amix-performance-performance-bcaa-instant-drink-300g.jpg?scale.width=170,2026-05-24,6.8,10.0,30.0,,"['Ponche de Fruta', 'Sandía']",,,
EVO 2:1:1 (BCAA'S 2:1:1 + VITAMINAS B6 Y B12),,BCAA,9.8,,,HSN,https://www.hsnstore.com/marcas/sport-series/evo-2-1-1-bcaa-s-2-1-1-vitaminas-b6-y-b12,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evo-2-1-1-bcaas-vit-b6-b12-tabs-hsn_1.jpg,2026-05-24,,,40.0,False,,4.7,302.0,https://www.hsnstore.com/marcas/sport-series/evo-2-1-1-bcaa-s-2-1-1-vitaminas-b6-y-b12
EVO 4:1:1 (BCAA'S 4:1:1 + VITAMINAS B6 Y B12),,BCAA,10.96,,,HSN,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-4-1-1-vitaminas-b6-y-b12,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evo-4-1-1-bcaas-gral-coated-tabs-front-hsn_1_1.webp,2026-05-24,,,120.0,False,,4.75,482.0,https://www.hsnstore.com/marcas/sport-series/evo-4-1-1-bcaa-s-4-1-1-vitaminas-b6-y-b12
BCAA 8:1:1 180 tabs,,BCAA,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-180-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1560945_prozis_bcaa-811-180-tabs_1.png,2026-05-24,,,,,,4.64,1.0,https://www.prozis.com/es/es/prozis/bcaa-811-180-tabs
BCAA + Glutamine 30 servings,,BCAA,14.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-glutamine-30-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1194731_prozis_bcaa--glutamine-30-servings_mango-and-peach_flavor_21.png,2026-05-24,,,,,"['Mango y Melocotón', 'Neutro']",4.74,1.0,https://www.prozis.com/es/es/prozis/bcaa-glutamine-30-servings
Amino Prime Caffeine Free 20 Servings,,BCAA,17.99,,,Prozis,https://www.prozis.com/es/es/prozis/amino-prime-caffeine-free-20-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1116237_prozis_amino-prime-caffeine-free-20-servings_1.png,2026-05-24,,,,,"['Neutro', 'Limón']",4.66,1.0,https://www.prozis.com/es/es/prozis/amino-prime-caffeine-free-20-servings
BCAA 4:1:1 100 tabs,,BCAA,9.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-411-100-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1523664_prozis_bcaa-411-100-tabs_1.png,2026-05-24,,,,,,4.52,1.0,https://www.prozis.com/es/es/prozis/bcaa-411-100-tabs
Amino Recovery 20 servings,,BCAA,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/amino-recovery-20-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1561733_prozis_amino-recovery-20-servings_fruit-fusion_flavor_21.png,2026-05-24,,,,,['Fusión de frutas'],4.68,1.0,https://www.prozis.com/es/es/prozis/amino-recovery-20-servings
Amino Prime 20 servings,,BCAA,19.99,,,Prozis,https://www.prozis.com/es/es/prozis/amino-prime-20-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1265459_prozis_amino-prime-20-servings_1.png,2026-05-24,,,,,['Limón'],4.53,1.0,https://www.prozis.com/es/es/prozis/amino-prime-20-servings
BCAA 8:1:1 360 tabs,,BCAA,34.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-811-360-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1548506_prozis_bcaa-811-360-tabs_1.png,2026-05-24,,,,,,4.64,1.0,https://www.prozis.com/es/es/prozis/bcaa-811-360-tabs
2 x Recovery RTD 500 mL Wild Berry,,BCAA,3.18,,,Prozis,https://www.prozis.com/es/es/prozis/2-x-recovery-rtd-500-ml-wild-berry,//static.sscontent.com/thumb/750/750/t/products/124/v1354045_prozis_2-x-recovery-rtd-500-ml-wild-berry_1.png,2026-05-24,,,,,"['Frutos del bosque', 'Limón']",4.54,1.0,https://www.prozis.com/es/es/prozis/2-x-recovery-rtd-500-ml-wild-berry
3 x BCAA Drink 500 mL,,BCAA,4.47,,,Prozis,https://www.prozis.com/es/es/prozis/3-x-bcaa-drink-500-ml,//static.sscontent.com/thumb/750/750/t/products/124/v1684032_prozis_3-x-bcaa-drink-500-ml_1.png,2026-05-24,,,,,"['Frutos del bosque', 'Limón']",4.54,1.0,https://www.prozis.com/es/es/prozis/3-x-bcaa-drink-500-ml
BCAA + Glutamine 60 servings,,BCAA,26.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-glutamine-60-servings,//static.sscontent.com/thumb/750/750/t/products/124/v1052262_prozis_bcaa--glutamine-60-servings_mango-and-peach_flavor_21.png,2026-05-24,,,,,"['Mango y Melocotón', 'Neutro']",4.74,1.0,https://www.prozis.com/es/es/prozis/bcaa-glutamine-60-servings
BCAA 2:1:1 200 tabs,,BCAA,17.99,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-211-200-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1705791_prozis_bcaa-211-200-tabs_1.png,2026-05-24,,,,,,4.54,1.0,https://www.prozis.com/es/es/prozis/bcaa-211-200-tabs
BCAA 2:1:1 - 400 tabs,,BCAA,34.18,,,Prozis,https://www.prozis.com/es/es/prozis/bcaa-211-400-tabs,//static.sscontent.com/thumb/750/750/t/products/124/v1705805_prozis_bcaa-211-400-tabs_1.png,2026-05-24,,,,,,4.54,1.0,https://www.prozis.com/es/es/prozis/bcaa-211-400-tabs
BCAA Comprimidos,,BCAA,8.99,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-comprimidos/10529813/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10529813-6934860398789934.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-24,,,,,,4.56,78.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-comprimidos/10529813/
BCAA Esenciales 4:1:1 Cápsulas,,BCAA,12.49,,,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/bcaa-esenciales-4-1-1-capsulas/10860388/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10860388-1264860398797920.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-24,,,,,,4.62,39.0,https://www.myprotein.es/p/nutricion-deportiva/bcaa-esenciales-4-1-1-capsulas/10860388/
4:1:1 Anabolic BCAA 150 Caps,Starlabs Nutrition,BCAA,19.71,,,Nutritienda,https://www.nutritienda.com/es/starlabs-nutrition/4-1-1-anabolic-bcaa-150-capsulas,https://nutritienda-cdn.sirv.com/catalog/big/bj/175235-starlabs-nutrition-4-1-1-anabolic-bcaa-150caps.jpg?scale.width=170,2026-05-24,,,30.0,,,,,
AMINO RECOVERY 120 Caps,VICTORY ENDURANCE,BCAA,18.9,,,Nutritienda,https://www.nutritienda.com/es/victory-endurance-amino-recovery-120-caps,https://nutritienda-cdn.sirv.com/catalog/big/a/4618-victory-endurance-amino-recovery-120caps-v4.jpg?scale.width=170,2026-05-24,,,30.0,,,4.62,14.0,https://www.nutritienda.com/es/victory-endurance-amino-recovery-120-caps
AMINOÁCIDOS RAMIFICADOS BCAA'S 120 Caps,KEEPGOING,BCAA,22.05,,,Nutritienda,https://www.nutritienda.com/es/keepgoing/aminoacidos-ramificados-bcaa-120-caps,https://nutritienda-cdn.sirv.com/catalog/big/c/12951-keepgoing-aminocidos-ramificados-bcaa-s-120caps-v2.jpg?scale.width=170,2026-05-24,,,30.0,,,5.0,1.0,https://www.nutritienda.com/es/keepgoing/aminoacidos-ramificados-bcaa-120-caps
Muscle BCAA 4:1:1 120 VCaps,DMI Innovative Nutrition,BCAA,17.5,,,Nutritienda,https://www.nutritienda.com/es/dmi-innovative-nutrition/muscle-bcaa-4-1-1-120-capsulas-vegetales,https://nutritienda-cdn.sirv.com/catalog/big/y/122376-dmi-innovate-nutrition-muscle-bcaa-4-1-1-120vcaps.jpg?scale.width=170,2026-05-24,,,,,,,,
Amino Recovery 120 Caps,Amazin' Foods,BCAA,11.99,,,Nutritienda,https://www.nutritienda.com/es/amazin-foods/amino-recovery-120-capsulas,https://nutritienda-cdn.sirv.com/catalog/big/z/127417-amazin-foods-amino-recovery-120vcaps-v2.jpg?scale.width=170,2026-05-24,,,,,,,,
BCAA 4:1:1 Competition 150 Caps,Mega Plus,BCAA,23.21,,,Nutritienda,https://www.nutritienda.com/es/mega-plus/bcaa-4-1-1-competition-150-capsulas,https://nutritienda-cdn.sirv.com/catalog/big/x/116571-mega-plus-bcaa-4-1-1-competition-150caps.jpg?scale.width=170,2026-05-24,,,,,,,,
"6,4 Amino+ 120 Caps",Glutamina + BCAAs,BCAA,27.0,,,Nutritienda,https://www.nutritienda.com/es/226ers/6-4-amino-glutamina-bcaas-120-caps,https://nutritienda-cdn.sirv.com/catalog/big/89721-226ers-6-4-amino-120caps-v2.jpg?scale.width=170,2026-05-24,,,,,,,,
Ramificati+ 2:1:1 Vitamin B 300 Tabs,+Watt,BCAA,39.75,,,Nutritienda,https://www.nutritienda.com/es/watt/ramificati-2-1-1-vitamin-b-300-tabs,https://nutritienda-cdn.sirv.com/catalog/big/w/112674-watt-ramificati-2-1-1-vitamin-b-300tabs-v2.jpg?scale.width=170,2026-05-24,,,,,,,,
CREATINA MONOHIDRATO EN POLVO (200 MESH) 150g,,Creatina,2.37,0.15,15.8,HSN,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-en-polvo-200-mesh,https://www.hsnstore.com/static/version1779424476/frontend/Hiberus/hsn/es_ES/Hiberus_ProductTag/images/hsn_highlight.svg,2026-05-24,,3.4,44.0,False,,4.75,9060.0,https://www.hsnstore.com/marcas/raw-series/creatina-monohidrato-en-polvo-200-mesh
100% Vegan Mass Gainer 2000g,,Creatina,39.99,2.0,20.0,Prozis,https://www.prozis.com/es/es/prozis/100-vegan-mass-gainer-2000g,//static.sscontent.com/thumb/750/750/t/products/124/v1754170_prozis_100-vegan-mass-gainer-2kg_chocolate-bonbon_flavor_21.png,2026-05-24,,,,,"['Bombón de chocolate', 'Fresa y Plátano', 'Speculoos']",3.5,1.0,https://www.prozis.com/es/es/prozis/100-vegan-mass-gainer-2000g
EVOCREATINE 500g,,Creatina,16.76,0.5,33.52,HSN,https://www.hsnstore.com/marcas/sport-series/evocreatine,https://www.hsnstore.com/media/catalog/product/cache/67ee89799642c567a71fc92f3699d937/e/v/evocreatine-gral-front-hsn_1_1.webp,2026-05-24,,5.0,100.0,False,"['COLA', 'FRESA', 'MANGO', 'PIRULETA DE CEREZA', 'TROPICAL']",4.65,22.0,https://www.hsnstore.com/marcas/sport-series/evocreatine
CREATINA CELULAR 800g,¡Creatina monohidrato Creapure!,Creatina,26.96,0.8,33.7,Nutritienda,https://www.nutritienda.com/es/keepgoing/creatina-celular-800g,https://nutritienda-cdn.sirv.com/catalog/big/12948-keepgoing-creatine-cellular-800g.jpg?scale.width=170,2026-05-24,0.0,30.0,27.0,,['Tangerine'],4.0,6.0,https://www.nutritienda.com/es/keepgoing/creatina-celular-800g
Creatina Monohidrato Elite 1kg,,Creatina,35.99,1.0,35.99,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/creatina-monohidrato-elite/10872819/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10872820-2115283901981737.png&format=webp&width=1500&height=1500&fit=cover,2026-05-24,,,,,,,,
Muscle Recovery 900g,Gold Nutrition,Creatina,32.39,0.9,35.99,Nutritienda,https://www.nutritienda.com/es/gold-nutrition/muscle-recovery-900g,https://nutritienda-cdn.sirv.com/catalog/big/bc/140844-gold-nutrition-muscle-recovery-900g.jpg?scale.width=170,2026-05-24,33.0,75.0,12.0,,"['Chocolate', 'Vainilla']",,,
Creatine Monohydrate 300g,Vitobest,Creatina,14.56,0.3,48.53,Nutritienda,https://www.nutritienda.com/es/vitobest/creatine-monohydrate-300g,https://nutritienda-cdn.sirv.com/catalog/big/bk/184509-vitobest-creatine-monohydrate-300g-v2.jpg?scale.width=170,2026-05-24,0.0,4.25,70.0,,['Strawberry'],,,
Creatina Monohidrato en polvo 100g,,Creatina,4.99,0.1,49.9,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/creatina-monohidrato-en-polvo/10530050/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/10530050-1315285205878292.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-24,,,,,"['Sin Sabor', 'Tropical', 'Frambuesa Azul', 'Berry Burst', 'Chupa Chups - Watermelon Lollipop']",4.69,377.0,https://www.myprotein.es/p/nutricion-deportiva/creatina-monohidrato-en-polvo/10530050/
Creatina HCL 100g,,Creatina,4.99,0.1,49.9,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/creatina-hcl/17169974/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/17169975-1215288608638756.jpg&format=webp&width=1500&height=1500&fit=cover,2026-05-24,,,,,['Sin Sabor'],3.0,2.0,https://www.myprotein.es/p/nutricion-deportiva/creatina-hcl/17169974/
Monohidrato de creatina en polvo - Chupa Chups de sandía 250g,,Creatina,12.49,0.25,49.96,MyProtein,https://www.myprotein.es/p/nutricion-deportiva/monohidrato-de-creatina-en-polvo-chupa-chups-de-sandia/17526822/,https://main.thgimages.com?url=https://static.thcdn.com/productimg/original/17526823-1475290420730151.png&format=webp&width=1500&height=1500&fit=cover,2026-05-24,,,,,,,,
Pure Creatine 600g,Quamtrax,Creatina,32.9,0.6,54.83,Nutritienda,https://www.nutritienda.com/es/quamtrax/pure-creatine-600g,https://nutritienda-cdn.sirv.com/catalog/big/gk/2a614775-941e-48b3-5ca8-3a1eec5afc00.jpg?scale.width=170,2026-05-24,,,,,,,,
Creatina Premium Crystal Pure 500g,"Pureza 99,9%",Creatina,29.6,0.5,59.2,Nutritienda,https://www.nutritienda.com/es/vitobest/creatina-premium-crystal-pure-500g,https://nutritienda-cdn.sirv.com/catalog/big/dp/46329474-e2d6-454b-a1b7-09d8d6bb7d00.jpg?scale.width=170,2026-05-24,,,,,,,,
Pure Creatine 300g,Quamtrax,Creatina,17.9,0.3,59.67,Nutritienda,https://www.nutritienda.com/es/quamtrax/pure-creatine-300g,https://nutritienda-cdn.sirv.com/catalog/big/fi/b57697bf-2fd1-41aa-739b-ac889b9a2100.jpg?scale.width=170,2026-05-24,,,,,,,,
